echo sha,contributor,date,message
476d73962,Olivier HARTMANN,Mon Aug 20 12:19:15 2018 +0200,Fix test regression and the update ref headers scripts
1a48b80ca,Adrien Cassagne,Tue Aug 14 09:07:10 2018 +0200,Improve the carrier return character management.
210bdb2aa,Olivier HARTMANN,Fri Aug 10 19:15:28 2018 +0200,Enhance remove_argument function in Launcher to remove also ter-freq and rewrite correcly the Terminal end of line display
6b9bb8426,Olivier HARTMANN,Fri Aug 10 19:00:34 2018 +0200,Remove also argument -t in the metadata command line
9c5345b80,Olivier HARTMANN,Fri Aug 10 18:42:54 2018 +0200,Add update_refs_header.py script. Update test-regression with last aff3ct refs reader version
505f2e735,Olivier HARTMANN,Fri Aug 10 15:56:30 2018 +0200,Merge branch 'fast_BCH' into TPC_user_beta
b920f03f2,Olivier HARTMANN,Fri Aug 10 15:08:00 2018 +0200,Update aff3ct.hpp
d28dd6a95,Olivier HARTMANN,Fri Aug 10 15:05:51 2018 +0200,Merge branch 'development' into fast_BCH
0ae44c030,Olivier HARTMANN,Fri Aug 10 14:18:37 2018 +0200,Add refs for BCH fast
d0f26d03a,Olivier HARTMANN,Fri Aug 10 13:56:02 2018 +0200,Fix B,N sizes conditions to run
dac26b261,Olivier HARTMANN,Fri Aug 10 13:26:49 2018 +0200,Fix BCH fast
ea800d3b1,Adrien Cassagne,Thu Aug 9 10:05:33 2018 +0200,Put back regex if the compiler support it.
75f738fb6,Adrien Cassagne,Thu Aug 9 10:05:12 2018 +0200,Fix compilation error.
38cf63e5b,Olivier HARTMANN,Thu Aug 9 09:37:43 2018 +0200,Fix the exmplicit template instantiation for Galois and BCH_polynomial_generator
b93054a10,Olivier HARTMANN,Thu Aug 9 08:24:42 2018 +0200,Fix compilation warnings and linker errors in 8 bits
ec3e085aa,Olivier HARTMANN,Wed Aug 8 18:09:22 2018 +0200,Set _decode_siho/hiho/cw in each different implem of BCH and not anymore only in the mother class
7754de0c7,Olivier HARTMANN,Wed Aug 8 17:16:57 2018 +0200,Fix the l_max computation and secure array index
b931193cf,Olivier HARTMANN,Wed Aug 8 16:32:31 2018 +0200,Fix BCH fast index over range
30c525091,Olivier HARTMANN,Wed Aug 8 16:18:48 2018 +0200,Cosmetics in BCH fast and fix RS galois call
556f1efd2,Olivier HARTMANN,Wed Aug 8 15:25:38 2018 +0200,Manual merge developement into fast_BCH
fce9649d1,Olivier HARTMANN,Wed Aug 8 15:21:25 2018 +0200,Cosmetics and implement a correct modulo on mipp registers
661554805,Mathieu Léonardon,Mon Jul 23 12:19:34 2018 +0200,Change wangliu to shortlast. Add refs.
3050b7f42,Olivier HARTMANN,Wed Aug 8 13:55:28 2018 +0200,Add BCH fast implem with MIPP; Adpat Galois field generator and standard BCH dec/encoder
6ee594a41,Olivier HARTMANN,Tue Aug 7 12:35:19 2018 +0200,Merge branch 'test_regression_with_reader' into refacto_monitor
c5260eb01,Olivier HARTMANN,Tue Aug 7 12:34:58 2018 +0200,Ignore __pycache__ folder
0444d6d11,Olivier HARTMANN,Tue Aug 7 11:01:03 2018 +0200,Fix wrong sign comparison
6eaba1fc9,Olivier HARTMANN,Tue Aug 7 10:58:06 2018 +0200,Merge branch 'test_regression_with_reader' into refacto_monitor
ea26c18de,Olivier HARTMANN,Tue Aug 7 10:57:42 2018 +0200,Merge branch 'development' into test_regression_with_reader
f83693b90,Olivier HARTMANN,Tue Aug 7 10:43:25 2018 +0200,Merge branch 'refacto_monitor' into TPC_user_beta
8bd6ae1e9,Olivier HARTMANN,Tue Aug 7 10:22:38 2018 +0200,Merge test_regression_with_reader into refacto_monitor
84f5b9d5c,Olivier HARTMANN,Tue Aug 7 10:20:20 2018 +0200,Add sim no colors argument when test regression are made with MPI and set hostfile with absolute path
f39f673d9,Olivier HARTMANN,Tue Aug 7 09:33:58 2018 +0200,Fix the check that $path is a python script
9ee42f744,Olivier HARTMANN,Tue Aug 7 08:50:56 2018 +0200,Merge branch 'development' into TPC_user_beta
1faed5590,Olivier HARTMANN,Tue Aug 7 08:43:57 2018 +0200,Check if file is a python script and then do not process it
3ac957049,Olivier HARTMANN,Tue Aug 7 08:43:57 2018 +0200,Check if file is a python script and then do not process it
d61222740,Olivier HARTMANN,Mon Aug 6 16:26:51 2018 +0200,Fix the stop criteria condition to stop simu
f1532d508,Olivier HARTMANN,Mon Aug 6 16:00:12 2018 +0200,Merge branch 'development' into refacto_monitor
ff6f8018e,Olivier HARTMANN,Mon Aug 6 15:59:04 2018 +0200,Manage correctly the remove of sim-meta to work whatever the compiler
cfc9e5b32,Olivier HARTMANN,Mon Aug 6 15:48:55 2018 +0200,Fix test regression to work with any noise
d0c3ab0df,Olivier HARTMANN,Mon Aug 6 14:30:09 2018 +0200,Merge branch 'development' into refacto_monitor
55fd18346,Olivier HARTMANN,Mon Aug 6 14:19:10 2018 +0200,Update to last reference versions
ef1c0dcff,Olivier HARTMANN,Mon Aug 6 14:08:09 2018 +0200,Update test regression to use the aff3ct's refs reader python script.
e541f4398,Adrien Cassagne,Mon Aug 6 10:13:33 2018 +0200,Regen AFF3CT header file.
3a48bfcf1,Adrien Cassagne,Mon Aug 6 10:12:57 2018 +0200,Disable the code coverage for untested refs.
e055d8cd4,Adrien Cassagne,Mon Aug 6 10:12:30 2018 +0200,Rm ci option in meta.
4ab27cd85,Olivier HARTMANN,Fri Aug 3 17:28:01 2018 +0200,Fix terminal
3e80b4988,Olivier HARTMANN,Fri Aug 3 17:27:02 2018 +0200,Update refs
c984eeb86,Olivier HARTMANN,Fri Aug 3 17:19:07 2018 +0200,Fix terminal
ab2789911,Olivier HARTMANN,Fri Aug 3 17:17:55 2018 +0200,Rework the metadata read and storage; Take into account CI OFF; Display more info about how many tests strongly/weak pass.
cda367bf1,Olivier HARTMANN,Fri Aug 3 16:54:43 2018 +0200,Add by default 'ci=on' in metadata
ec54aa6f3,Olivier HARTMANN,Fri Aug 3 16:52:32 2018 +0200,Manual merge from development into RS
7954689e7,Olivier HARTMANN,Fri Aug 3 16:51:14 2018 +0200,Fix the remove handling SIGUSR1/2 on windows
f627edd82,Olivier HARTMANN,Fri Aug 3 15:30:38 2018 +0200,Remove handling SIGUSR1/2 on windows
a3e2b962d,Olivier HARTMANN,Fri Aug 3 15:03:24 2018 +0200,Merge branch 'development' into refacto_monitor
9acf33eef,Olivier HARTMANN,Fri Aug 3 15:02:57 2018 +0200,Fix Monitor BFER frame_limit_achieved computation
97e208966,Olivier HARTMANN,Fri Aug 3 14:50:51 2018 +0200,Add constructors and reset method in Monitors' Attributes to init them correctly.
aa65d2a1f,Olivier HARTMANN,Fri Aug 3 14:15:10 2018 +0200,Handle SIGTERM signal to kill cleanly
e1528c09e,Olivier HARTMANN,Fri Aug 3 14:10:23 2018 +0200,Add SIGUSER1 and SIGUSER2 signal handling. SIGUSR1 = SIGINT but SIGUSR2 = double SIGINT directly
d81d6ded8,Olivier HARTMANN,Fri Aug 3 14:09:41 2018 +0200,Remove has been checked variable and auto check before each reduce call; Now need manual call after instanciations
576f624f2,Adrien Cassagne,Fri Aug 3 14:05:41 2018 +0200,Rm the '--sim-no-colors' argument.
b4fa89156,Olivier HARTMANN,Fri Aug 3 13:51:19 2018 +0200,Fix terminal over call in final report with MPI compilation
02cb35e0a,Adrien Cassagne,Fri Aug 3 13:26:49 2018 +0200,Merge branch 'development' of gitlab.inria.fr:fec/aff3ct into development
a5566ef76,Olivier HARTMANN,Fri Aug 3 13:17:19 2018 +0200,Fix Monitor MPI attributes calls: remove const variables in attributes to avoid Monitor rebuild during MPI reduce op
edd8c68f7,Olivier HARTMANN,Fri Aug 3 12:48:17 2018 +0200,Rework the monitor reduction and its call way in simulations
924d05967,Adrien Cassagne,Fri Aug 3 11:08:24 2018 +0200,Up. refs.
2c49fecbd,Adrien Cassagne,Fri Aug 3 10:35:14 2018 +0200,Reinforce CI scripts.
c9f5cf531,Adrien Cassagne,Fri Aug 3 10:13:51 2018 +0200,Up. refs.
b495e1a19,Adrien Cassagne,Thu Aug 2 16:05:15 2018 +0200,Update the CI to work with the new metadata in the refs.
51f7e4cce,Adrien Cassagne,Thu Aug 2 15:50:41 2018 +0200,Up refs.
f82217cc6,Adrien Cassagne,Thu Aug 2 15:49:09 2018 +0200,Up. MIPP.
71ba33bdf,Olivier HARTMANN,Thu Aug 2 13:25:10 2018 +0200,Update refs
ab8421bdf,Olivier HARTMANN,Thu Aug 2 11:46:51 2018 +0200,Manual merge development into RS
20ce0c80b,Olivier HARTMANN,Thu Aug 2 11:24:26 2018 +0200,Merge branch 'development' of gitlab.inria.fr:fec/aff3ct into development
df822be65,Olivier HARTMANN,Thu Aug 2 11:24:19 2018 +0200,Remove \r at the end of the temp report's line
535f3b282,Adrien Cassagne,Thu Aug 2 11:16:32 2018 +0200,Manual merge from developement.
38a15bd49,Olivier HARTMANN,Thu Aug 2 10:37:53 2018 +0200,Update aff3ct header
5ae8c8438,Adrien Cassagne,Thu Aug 2 10:00:52 2018 +0200,Fix compilation error on gcc-4.8.
ca6ad5d9f,Adrien Cassagne,Thu Aug 2 09:57:29 2018 +0200,Update refs.
47a4e68a8,Adrien Cassagne,Thu Aug 2 09:38:03 2018 +0200,Update refs.
feb303cf0,Olivier HARTMANN,Wed Aug 1 19:03:00 2018 +0200,Enhance distance computation:
868f6dcdf,Adrien Cassagne,Wed Aug 1 17:56:26 2018 +0200,Manual merge from development.
771b14488,Olivier HARTMANN,Wed Aug 1 16:19:16 2018 +0200,Make the RS Genius work
0af2548d7,Olivier HARTMANN,Wed Aug 1 16:13:37 2018 +0200,Remove pointless conversions of Y_N in index form and then back into polynom form
9b5357d90,Adrien Cassagne,Wed Aug 1 15:19:45 2018 +0200,Replace the '--sim-pyber' param by '--sim-meta'.
ef4e67e9e,Olivier HARTMANN,Tue Jul 31 17:01:22 2018 +0200,Add RS references
1627c0326,Olivier HARTMANN,Tue Jul 31 17:01:11 2018 +0200,Fix in decoder RS factory the computation of T from N and K and reciprocally
a1678066a,Olivier HARTMANN,Tue Jul 31 15:24:19 2018 +0200,Fix Bit Packer and and the way it is called in decoder polar et CRC
7e3e3279c,Olivier HARTMANN,Tue Jul 31 10:50:11 2018 +0200,Add the Reed Salomon standard; Cosmetics in BCH
653b512de,Olivier HARTMANN,Mon Jul 30 15:40:27 2018 +0200,Fix Bit Packer _pack msb_to_lsb and enhance it by taking into account different symbols sizes as pack output, unpack input
8cbb411b6,Olivier HARTMANN,Mon Jul 30 13:31:31 2018 +0200,Update refs with BCH curves
82db6ec65,Olivier HARTMANN,Mon Jul 30 12:07:22 2018 +0200,Enhance Bit packer and Frame trace
96a0c736e,Olivier HARTMANN,Mon Jul 30 10:37:47 2018 +0200,Use snake notation for Galois methods
404771890,Olivier HARTMANN,Fri Jul 27 16:48:14 2018 +0200,Set back the compile line in test-build-coverage-regression.sh
773b77480,Olivier HARTMANN,Fri Jul 27 15:42:59 2018 +0200,Check correcly the #CI IGNORE instruction
a23890b44,Olivier HARTMANN,Fri Jul 27 14:31:09 2018 +0200,Add management of #CI IGNORE in ci/test-build-coverage-regression.sh by reading the third line instead of the second to get the command line
4c45a65c6,Olivier HARTMANN,Fri Jul 27 14:20:08 2018 +0200,Ignore some references in LDPC codes
56f6cb7b7,Olivier HARTMANN,Fri Jul 27 13:29:20 2018 +0200,Modify regression tests to ignore some files with '#CI IGNORE' as header
f0f3e327c,Olivier HARTMANN,Fri Jul 27 13:28:54 2018 +0200,Check m size in the Galois class to not be over 20
5c9c0775a,Olivier HARTMANN,Fri Jul 27 09:36:23 2018 +0200,Replace BCH N_p2 variable name by N_p2_1
575d06bd4,Adrien Cassagne,Thu Jul 26 11:34:15 2018 +0200,Cosmetics.
1680452d9,Adrien Cassagne,Thu Jul 26 11:19:02 2018 +0200,Regen the AFF3CT header file.
d81b357cf,Olivier HARTMANN,Wed Jul 25 16:47:11 2018 +0200,In decoder BCH std, change .at() accesses to []
39127709b,Olivier HARTMANN,Wed Jul 25 10:30:41 2018 +0200,Add the beta management in the TPC and add commentaries
525c0cf55,Mathieu Léonardon,Mon Jul 23 12:19:34 2018 +0200,Rename wangliu to shortlast, add refs.
7f5d4f468,Mathieu Léonardon,Mon Jul 23 10:27:10 2018 +0200,Merge branch 'development' into polar_bec
a5bd5566c,Olivier HARTMANN,Fri Jul 20 17:17:55 2018 +0200,Fix MPI com: Replace the bool allreduce type in Monitor reduction MPI_LAND by a int MPI_SUM of the number of process that are at the last reduction point.
8056de16b,Olivier HARTMANN,Fri Jul 20 12:59:14 2018 +0200,Fix the MPI simulation:
d1cd1204a,Olivier HARTMANN,Fri Jul 20 11:25:11 2018 +0200,Remove some no mean virtual keywords on monitor methods and add a virtual 'done' method
63e7fcc8b,Olivier HARTMANN,Thu Jul 19 17:05:46 2018 +0200,Fix reporter exit linker error
e58d721c8,Olivier HARTMANN,Wed Jul 18 15:15:14 2018 +0200,Rename Monitor_reduction_mpi -> Monitor_reduction_MPI
2887313e6,Olivier HARTMANN,Wed Jul 18 15:11:10 2018 +0200,Add a MPI Barrier in Monitor MPI reduction to keep synchro between nodes
824b097bb,Olivier HARTMANN,Tue Jul 17 11:33:35 2018 +0200,Enhance regression tests to handle SIGINT signal, stop the currently running simu and continue with the next one. Double ^C stop the tests.
ded90ff48,Olivier HARTMANN,Tue Jul 17 10:53:43 2018 +0200,Refacto simus BFER
60f81efb5,Olivier HARTMANN,Mon Jul 16 18:11:56 2018 +0200,Create Monitor_reduction parent of Monitor_reduction_M<M> to have a generic interface with and without MPI
463ad37d0,Olivier HARTMANN,Mon Jul 16 14:47:11 2018 +0200,Fix the regression test script with a copy by value of the arg list and not by reference
8447d38a8,Olivier HARTMANN,Mon Jul 16 14:37:12 2018 +0200,Add a force parameter to the reduce method of Monitor MPI, to force the reduce at the whole end of the simulation
d63e4a2a3,Olivier HARTMANN,Mon Jul 16 10:38:55 2018 +0200,Only thread 0 can call mpi reduce also in BFERI simu
4ab2274d0,Olivier HARTMANN,Mon Jul 16 10:34:09 2018 +0200,Fix terminal display frequency to the MPI frequency by default
c46de798b,Olivier HARTMANN,Mon Jul 16 10:09:46 2018 +0200,fix test regressions
94d0237c9,Olivier HARTMANN,Mon Jul 16 10:07:06 2018 +0200,Cosmetics: factorize aff3ct command generation
9559535ae,Olivier HARTMANN,Mon Jul 16 09:46:41 2018 +0200,Enhance regression test command line creation; Add argument for mpi host file
01c7b4fee,Mathieu Léonardon,Mon Jul 16 09:25:43 2018 +0200,Implement BEC frozen bits generator.
3623af058,Olivier HARTMANN,Mon Jul 16 08:32:58 2018 +0200,Only the tid 0 can call the mpi reduce
6b6c2bef3,Olivier HARTMANN,Fri Jul 13 18:43:50 2018 +0200,Add correctly the monitor_mpi::reduce when the simulation loop finished
af7fa8fbc,Olivier HARTMANN,Fri Jul 13 18:39:01 2018 +0200,Fix monitor MPI communication issues by adding a mother class Monitor_mpi that manage the communications between different monitors sequentially
459f5b109,Olivier HARTMANN,Fri Jul 13 14:30:51 2018 +0200,Do not display factory errors when on mpi on others nodes
403029c2a,Olivier HARTMANN,Fri Jul 13 12:06:12 2018 +0200,Merge branch 'development' into refacto_monitor
51399fcce,Olivier HARTMANN,Fri Jul 13 11:27:05 2018 +0200,Fix reporter/simulation/monitor EXIT
09fc5e8aa,Olivier HARTMANN,Fri Jul 13 11:26:24 2018 +0200,Fix siga range build in factory EXIT
afbc6b5cd,Olivier HARTMANN,Fri Jul 13 11:25:26 2018 +0200,Enhance reporter noise to have link with a noise value, a pointer/reference to a noise and a pointer to a pointer to a noise
e2b1d2b8a,Olivier HARTMANN,Fri Jul 13 09:17:57 2018 +0200,Fix the monitor_exit constructor in MPI
445657fb3,Olivier HARTMANN,Fri Jul 13 09:17:40 2018 +0200,Add -k option to make to compile all even when there is an error to see directly any other error in compilation
453f04ef1,Olivier HARTMANN,Fri Jul 13 09:09:50 2018 +0200,Fix MPI build error in Monitor_EXIT
7e046c633,Olivier HARTMANN,Thu Jul 12 16:55:21 2018 +0200,Add Reporter EXIT. Rewrite the EXIT simulation and monitor to take into account the new monitor style
f1e86bc42,Adrien Cassagne,Thu Jul 12 14:34:35 2018 +0200,Cosmetics.
1176ced85,Olivier HARTMANN,Thu Jul 12 12:11:17 2018 +0200,Add LDPC peeling and LDPC IRA encoder references
f4172cdff,Olivier HARTMANN,Wed Jul 11 11:34:42 2018 +0200,Remove argument mnt-trials from the arg lists in std simu chain
d16f90577,Olivier HARTMANN,Wed Jul 11 11:03:29 2018 +0200,Add start-idx argument in source and encoder factories
f9ede55d8,Olivier HARTMANN,Wed Jul 11 10:59:35 2018 +0200,Add the start idx parameter in the Source/encoder factories but without matching argument. Do not take into account the selected implem when building AZCW/USER type sources
41e508249,Olivier HARTMANN,Wed Jul 11 10:52:43 2018 +0200,Add a start index in the source/encoder user modules to not always start at the 0 index
958e08efa,Olivier HARTMANN,Wed Jul 11 10:47:48 2018 +0200,Manual merge development into refacto_monitor
39f45d476,Olivier HARTMANN,Wed Jul 11 08:26:07 2018 +0200,Merge branch 'development' into fix_codec_clone
72e311de7,Olivier HARTMANN,Tue Jul 10 16:56:48 2018 +0200,Add the minFE argument to do not take into account the noise points with not enough wrong frames.
3c7199f4e,Mathieu Léonardon,Tue Jul 10 16:09:09 2018 +0200,Add BEC frozen bits generator.
9e5b7f974,Olivier HARTMANN,Tue Jul 10 15:52:29 2018 +0200,Move refs to development branch
fa63f2875,Olivier HARTMANN,Tue Jul 10 15:43:47 2018 +0200,Fix g++4.x compilation errors with protected parent type use
978d1a7f0,Adrien Cassagne,Tue Jul 10 15:05:33 2018 +0200,Simplify MS, OMS and NMS update rules.
4e32be062,Olivier HARTMANN,Tue Jul 10 14:46:42 2018 +0200,Fix the Factory::Codec cloning methods by setting correcly the cloned puncturers in the parent Codec
274deaa66,Olivier HARTMANN,Mon Jul 9 11:33:03 2018 +0200,Merge branch 'development' into turbo_code_product
12f10b60e,Olivier HARTMANN,Mon Jul 9 11:29:12 2018 +0200,Increase the regression test simulation time to 30 sec for Turbo prod
89c7d0886,Olivier HARTMANN,Mon Jul 9 11:04:49 2018 +0200,Fix poncturer LDPC pattern display
df42019e1,Olivier HARTMANN,Mon Jul 9 10:19:34 2018 +0200,Add Turbo prod in regression tests
229b5a123,Olivier HARTMANN,Mon Jul 9 10:12:50 2018 +0200,Merge branch 'development' into turbo_code_product
c6cb13378,Olivier HARTMANN,Mon Jul 9 10:11:33 2018 +0200,Cosmetics; Fix include wrong headers; Fix g++4.x compilation errors
210f5a837,Adrien Cassagne,Sun Jul 8 09:01:20 2018 +0200,Up. refs.
635054088,Olivier HARTMANN,Fri Jul 6 15:34:33 2018 +0200,Split regression tests following the codes.
2a0527ebc,Adrien Cassagne,Sat Jul 7 11:29:25 2018 +0200,Up refs submodule.
48aa47e75,Olivier HARTMANN,Fri Jul 6 17:28:35 2018 +0200,Update references
efd17c308,Olivier HARTMANN,Fri Jul 6 17:25:59 2018 +0200,Implement a fast decoder chase pyndiah with optimised with MIPP the compute metrics and reliability functions
acce04c74,Olivier HARTMANN,Fri Jul 6 15:34:33 2018 +0200,Split regression tests following the codes.
b7319fe51,Olivier HARTMANN,Fri Jul 6 15:31:57 2018 +0200,Split regression tests following the codes.
525837628,Adrien Cassagne,Fri Jul 6 14:43:40 2018 +0200,Add SIMD versions of SPA, LSPA and AMS LDPC update rules + fix inter SIMD flooding.
36e1bd275,Olivier HARTMANN,Fri Jul 6 14:03:58 2018 +0200,Fix compilation in simple precision
eb34d881e,Olivier HARTMANN,Fri Jul 6 13:12:28 2018 +0200,Merge branch 'fix_cppcheck_warnings' into turbo_code_product
21773c9f4,Olivier HARTMANN,Fri Jul 6 13:11:07 2018 +0200,Fix the Frame trace when there are several lines.
bee453647,Olivier HARTMANN,Fri Jul 6 11:12:53 2018 +0200,Fix 'Clarify calculation precedence for '^' and '?'.' warning
faa569fb0,Olivier HARTMANN,Fri Jul 6 11:09:52 2018 +0200,Fix the 'has a constructor with 1 argument that is not explicit' warning
d80279994,Olivier HARTMANN,Fri Jul 6 11:05:12 2018 +0200,Make the TPC works with inter frame level
ffbb0b1b0,Olivier HARTMANN,Fri Jul 6 10:44:27 2018 +0200,Add TPC refs
b2f14d6ec,Olivier HARTMANN,Fri Jul 6 10:38:08 2018 +0200,Cosmetics and frame_id management in TPC:
ca9c1a7b3,Adrien Cassagne,Thu Jul 5 14:43:19 2018 +0200,Add LDPC vertical layered scheduler with inter SIMD.
